Region, County Name, District Name, District Number, Charter Status, Eligible For Free Meals Count, Eligible For Free Meals Percent, Eligible For Reduced-Price Meals Count, Eligible For Reduced-Price Meals Percent, Other Economically Disadvantaged Count, Other Economically Disadvantaged Percent, Not Economically Disadvantaged Count, Not Economically Disadvantaged Percent, Total Count
19, EL PASO COUNTY, TRIUMPH PUBLIC HIGH SCHOOLS-EL PASO, 071803, OPEN ENROLLMENT CHARTER,0,0,0,0,220,92.83,-999,-999,237
13, GILLESPIE COUNTY, DOSS CONSOLIDATED CSD, 086024, TRADITIONAL ISD/CSD,0,0,0,0,0,0,21,100,21
10, DALLAS COUNTY, HIGHLAND PARK ISD, 057911, TRADITIONAL ISD/CSD,0,0,0,0,25,0.39,6412,99.61,6437
11, TARRANT COUNTY, CARROLL ISD,220919, TRADITIONAL ISD/CSD,0,0,0,0,88,1.06,8204,98.94,8292
17, LUBBOCK COUNTY, TEXAS TECH UNIVERSITY K-12,152504, TRADITIONAL ISD/CSD,0,0,0,0,29,4.01,695,95.99,724
13, TRAVIS COUNTY, EANES ISD,227909, TRADITIONAL ISD/CSD,0,0,0,0,383,4.95,7355,95.05,7738
18, GLASSCOCK COUNTY, GLASSCOCK COUNTY ISD, 087901, TRADITIONAL ISD/CSD,0,0,0,0,17,5.82,275,94.18,292
08, BOWIE COUNTY, RED LICK ISD, 019911, TRADITIONAL ISD/CSD,0,0,0,0,51,9.83,468,90.17,519
02, MCMULLEN COUNTY, MCMULLEN COUNTY ISD,162904, TRADITIONAL ISD/CSD,0,0,0,0,72,26.57,199,73.43,271
17, KING COUNTY, GUTHRIE CSD,135001, TRADITIONAL ISD/CSD,0,0,0,0,27,27.55,71,72.45,98
17, BORDEN COUNTY, BORDEN COUNTY ISD, 017901, TRADITIONAL ISD/CSD,0,0,0,0,74,30.58,168,69.42,242
18, WINKLER COUNTY, WINK-LOVING ISD,248902, TRADITIONAL ISD/CSD,0,0,0,0,155,34.83,290,65.17,445
16, WHEELER COUNTY, FORT ELLIOTT CISD,242906, TRADITIONAL ISD/CSD,0,0,0,0,70,44.3,88,55.7,158
15, KERR COUNTY, DIVIDE ISD,133905, TRADITIONAL ISD/CSD,0,0,0,0,16,45.71,19,54.29,35
02, KENEDY COUNTY, KENEDY COUNTY WIDE CSD,131001, TRADITIONAL ISD/CSD,0,0,0,0,60,46.15,70,53.85,130
02, KLEBERG COUNTY, RIVIERA ISD,137903, TRADITIONAL ISD/CSD,0,0,0,0,279,58.49,198,41.51,477
16, OLDHAM COUNTY, BOYS RANCH ISD,180901, TRADITIONAL ISD/CSD,0,0,0,0,104,67.97,49,32.03,153
14, NOLAN COUNTY, BLACKWELL CISD,177903, TRADITIONAL ISD/CSD,0,0,0,0,-999,-999,-999,-999,170
16, GRAY COUNTY, GRANDVIEW-HOPKINS ISD, 090905, TRADITIONAL ISD/CSD,0,0,0,0,-999,-999,-999,-999,50
18, BREWSTER COUNTY, SAN VICENTE ISD, 022903, TRADITIONAL ISD/CSD,0,0,0,0,0,0,-999,-999,-999
04, HARRIS COUNTY, HOUSTON ISD,101912, TRADITIONAL ISD/CSD,517,0.28,2326,1.26,143612,78,37654,20.45,184109
18, ECTOR COUNTY, COMPASS ACADEMY CHARTER SCHOOL, 068802, OPEN ENROLLMENT CHARTER,29,2,38,2.62,0,0,1381,95.37,1448
20, BEXAR COUNTY, RANDOLPH FIELD ISD, 015906, TRADITIONAL ISD/CSD,44,2.95,76,5.09,0,0,1374,91.97,1494
10, COLLIN COUNTY, PROSPER ISD, 043912, TRADITIONAL ISD/CSD,957,3.36,141,0.5,1173,4.12,26196,92.02,28467
11, DENTON COUNTY, ARGYLE ISD, 061910, TRADITIONAL ISD/CSD,192,3.55,24,0.44,207,3.82,4991,92.19,5414
10, DALLAS COUNTY, COPPELL ISD, 057922, TRADITIONAL ISD/CSD,482,3.59,103,0.77,749,5.58,12080,90.06,13414
13, HAYS COUNTY, DRIPPING SPRINGS ISD,105904, TRADITIONAL ISD/CSD,324,3.79,47,0.55,368,4.31,7799,91.34,8538
13, TRAVIS COUNTY, LAKE TRAVIS ISD,227913, TRADITIONAL ISD/CSD,494,4.38,85,0.75,722,6.41,9971,88.46,11272
11, PARKER COUNTY, POOLVILLE ISD,184901, TRADITIONAL ISD/CSD,39,5.21,16,2.14,304,40.59,390,52.07,749
13, TRAVIS COUNTY, VALOR PUBLIC SCHOOLS,227829, OPEN ENROLLMENT CHARTER,165,5.22,119,3.77,472,14.94,2403,76.07,3159
13, WILLIAMSON COUNTY, MERIDIAN WORLD SCHOOL LLC,246801, OPEN ENROLLMENT CHARTER,101,5.84,34,1.97,0,0,1594,92.19,1729
04, GALVESTON COUNTY, FRIENDSWOOD ISD, 084911, TRADITIONAL ISD/CSD,364,5.86,44,0.71,413,6.65,5389,86.78,6210
20, BEXAR COUNTY, LACKLAND ISD, 015913, TRADITIONAL ISD/CSD,71,6.86,80,7.73,0,0,884,85.41,1035
10, DALLAS COUNTY, VILLAGE TECH SCHOOLS, 057847, OPEN ENROLLMENT CHARTER,96,7.26,72,5.45,499,37.75,655,49.55,1322
10, DALLAS COUNTY, UME PREPARATORY ACADEMY, 057845, OPEN ENROLLMENT CHARTER,118,7.53,101,6.45,477,30.44,871,55.58,1567
10, COLLIN COUNTY, MELISSA ISD, 043908, TRADITIONAL ISD/CSD,545,8.09,-999,-999,-999,-999,5617,83.4,6735
13, WILLIAMSON COUNTY, HUTTO ISD,246906, TRADITIONAL ISD/CSD,922,9.19,540,5.38,2858,28.48,5715,56.95,10035
07, HARRISON COUNTY, HALLSVILLE ISD,102904, TRADITIONAL ISD/CSD,1994,9.36,237,1.11,9804,46.03,9264,43.49,21299
20, BEXAR COUNTY, FT SAM HOUSTON ISD, 015914, TRADITIONAL ISD/CSD,154,9.56,174,10.8,0,0,1283,79.64,1611
16, OLDHAM COUNTY, VEGA ISD,180902, TRADITIONAL ISD/CSD,37,10.54,12,3.42,31,8.83,271,77.21,351
11, PARKER COUNTY, BROCK ISD,184909, TRADITIONAL ISD/CSD,241,11.07,30,1.38,0,0,1906,87.55,2177
02, ARANSAS COUNTY, ROCKPORT-FULTON ISD, 004901, TRADITIONAL ISD/CSD,332,11.19,0,0,1476,49.73,1160,39.08,2968
10, DALLAS COUNTY, INTERNATIONAL LEADERSHIP OF TEXAS (ILTEXAS), 057848, OPEN ENROLLMENT CHARTER,2658,11.67,1763,7.74,12593,55.28,5766,25.31,22780
17, LYNN COUNTY, NEW HOME ISD,153905, TRADITIONAL ISD/CSD,79,11.77,10,1.49,0,0,582,86.74,671
02, SAN PATRICIO COUNTY, MATHIS ISD,205904, TRADITIONAL ISD/CSD,175,12.09,48,3.32,1020,70.49,204,14.1,1447
10, COLLIN COUNTY, FRISCO ISD, 043905, TRADITIONAL ISD/CSD,8300,12.44,1377,2.06,0,0,57021,85.49,66698
10, COLLIN COUNTY, ALLEN ISD, 043901, TRADITIONAL ISD/CSD,2658,12.44,495,2.32,843,3.94,17374,81.3,21370
16, OLDHAM COUNTY, WILDORADO ISD,180904, TRADITIONAL ISD/CSD,27,12.56,18,8.37,0,0,170,79.07,215
11, PARKER COUNTY, ALEDO ISD,184907, TRADITIONAL ISD/CSD,1081,13.25,142,1.74,28,0.34,6910,84.67,8161
04, HARRIS COUNTY, HOUSTON CLASSICAL CHARTER SCHOOL,101878, OPEN ENROLLMENT CHARTER,38,13.33,0,0,146,51.23,101,35.44,285
16, POTTER COUNTY, BUSHLAND ISD,188904, TRADITIONAL ISD/CSD,198,13.61,48,3.3,0,0,1209,83.09,1455
14, SCURRY COUNTY, IRA ISD,208903, TRADITIONAL ISD/CSD,35,14.06,14,5.62,0,0,200,80.32,249
13, WILLIAMSON COUNTY, ROUND ROCK ISD,246909, TRADITIONAL ISD/CSD,6539,14.15,2214,4.79,3838,8.31,33606,72.74,46197
13, WILLIAMSON COUNTY, LIBERTY HILL ISD,246908, TRADITIONAL ISD/CSD,1340,15.18,-999,-999,-999,-999,7172,81.23,8829
11, TARRANT COUNTY, GRAPEVINE-COLLEYVILLE ISD,220906, TRADITIONAL ISD/CSD,2079,15.33,430,3.17,1172,8.64,9884,72.86,13565
11, ERATH COUNTY, HUCKABAY ISD, 072908, TRADITIONAL ISD/CSD,51,15.45,12,3.64,0,0,267,80.91,330
10, GRAYSON COUNTY, GUNTER ISD, 091917, TRADITIONAL ISD/CSD,177,15.53,31,2.72,12,1.05,920,80.7,1140
10, DALLAS COUNTY, SUNNYVALE ISD, 057919, TRADITIONAL ISD/CSD,368,15.88,-999,-999,-999,-999,1876,80.97,2317
15, TOM GREEN COUNTY, WALL ISD,226906, TRADITIONAL ISD/CSD,221,16.57,17,1.27,0,0,1096,82.16,1334
10, COLLIN COUNTY, CELINA ISD, 043903, TRADITIONAL ISD/CSD,764,16.69,-999,-999,-999,-999,3703,80.9,4577
13, WILLIAMSON COUNTY, LEANDER ISD,246913, TRADITIONAL ISD/CSD,7214,16.94,1273,2.99,50,0.12,34056,79.96,42593
10, DALLAS COUNTY, ACADEMY OF DALLAS, 057810, OPEN ENROLLMENT CHARTER,60,16.95,266,75.14,0,0,28,7.91,354
02, NUECES COUNTY, LONDON ISD,178906, TRADITIONAL ISD/CSD,293,16.98,47,2.72,0,0,1386,80.3,1726
13, TRAVIS COUNTY, LAGO VISTA ISD,227912, TRADITIONAL ISD/CSD,315,17.06,-999,-999,-999,-999,1436,77.79,1846
04, HARRIS COUNTY, SHELDON ISD,101924, TRADITIONAL ISD/CSD,1915,17.36,656,5.95,6968,63.18,1489,13.5,11028
11, DENTON COUNTY, NORTHWEST ISD, 061911, TRADITIONAL ISD/CSD,5356,17.43,819,2.66,2247,7.31,22314,72.6,30736
20, KENDALL COUNTY, BOERNE ISD,130901, TRADITIONAL ISD/CSD,1949,17.86,313,2.87,0,0,8648,79.27,10910
04, CHAMBERS COUNTY, BARBERS HILL ISD, 036902, TRADITIONAL ISD/CSD,1381,17.88,146,1.89,873,11.3,5323,68.92,7723
13, HAYS COUNTY, KI CHARTER,105803, OPEN ENROLLMENT CHARTER,82,17.94,-999,-999,-999,-999,64,14,457
09, CLAY COUNTY, MIDWAY ISD, 039905, TRADITIONAL ISD/CSD,25,18.25,16,11.68,42,30.66,54,39.42,137
10, HUNT COUNTY, CADDO MILLS ISD,116901, TRADITIONAL ISD/CSD,518,18.27,147,5.18,296,10.44,1875,66.11,2836
20, BEXAR COUNTY, ALAMO HEIGHTS ISD, 015901, TRADITIONAL ISD/CSD,859,18.28,128,2.72,0,0,3711,78.99,4698
09, ARCHER COUNTY, HOLLIDAY ISD, 005902, TRADITIONAL ISD/CSD,210,18.55,27,2.39,0,0,895,79.06,1132
17, HALE COUNTY, COTTON CENTER ISD, 095902, TRADITIONAL ISD/CSD,20,19.05,16,15.24,24,22.86,45,42.86,105
11, COOKE COUNTY, MUENSTER ISD, 049902, TRADITIONAL ISD/CSD,109,19.29,17,3.01,0,0,439,77.7,565
10, GRAYSON COUNTY, VAN ALSTYNE ISD, 091908, TRADITIONAL ISD/CSD,467,19.31,-999,-999,-999,-999,1856,76.73,2419
04, TRAVIS COUNTY, KIPP TEXAS PUBLIC SCHOOLS,227820, OPEN ENROLLMENT CHARTER,6614,19.39,417,1.22,24552,71.98,2528,7.41,34111
09, YOUNG COUNTY, NEWCASTLE ISD,252902, TRADITIONAL ISD/CSD,44,19.56,-999,-999,-999,-999,125,55.56,225
11, WISE COUNTY, PARADISE ISD,249906, TRADITIONAL ISD/CSD,258,19.79,-999,-999,-999,-999,956,73.31,1304
15, TOM GREEN COUNTY, CHRISTOVAL ISD,226901, TRADITIONAL ISD/CSD,127,19.97,11,1.73,23,3.62,475,74.69,636
10, DALLAS COUNTY, UNIVERSAL ACADEMY, 057808, OPEN ENROLLMENT CHARTER,423,20.11,76,3.61,122,5.8,1482,70.47,2103
12, BELL COUNTY, SALADO ISD, 014908, TRADITIONAL ISD/CSD,492,20.97,96,4.09,0,0,1758,74.94,2346
14, TAYLOR COUNTY, WYLIE ISD,221912, TRADITIONAL ISD/CSD,1156,20.99,-999,-999,-999,-999,4106,74.56,5507
11, ERATH COUNTY, BLUFF DALE ISD, 072904, TRADITIONAL ISD/CSD,47,21.27,-999,-999,-999,-999,161,72.85,221
13, WILLIAMSON COUNTY, GOODWATER MONTESSORI SCHOOL,246802, OPEN ENROLLMENT CHARTER,85,21.46,45,11.36,16,4.04,250,63.13,396
10, DALLAS COUNTY, BRIDGEWAY PREPARATORY ACADEMY, 057851, OPEN ENROLLMENT CHARTER,27,21.6,49,39.2,10,8,39,31.2,125
20, BEXAR COUNTY, GREAT HEARTS TEXAS, 015835, OPEN ENROLLMENT CHARTER,2705,22.51,545,4.53,59,0.49,8710,72.47,12019
04, HARRIS COUNTY, ARISTOI CLASSICAL ACADEMY,101803, OPEN ENROLLMENT CHARTER,346,22.54,86,5.6,0,0,1103,71.86,1535
11, PARKER COUNTY, PEASTER ISD,184908, TRADITIONAL ISD/CSD,388,22.74,-999,-999,-999,-999,1238,72.57,1706
04, GALVESTON COUNTY, CLEAR CREEK ISD, 084910, TRADITIONAL ISD/CSD,9146,22.79,1233,3.07,4584,11.42,25169,62.72,40132
16, ARMSTRONG COUNTY, CLAUDE ISD, 006902, TRADITIONAL ISD/CSD,73,22.88,10,3.13,0,0,236,73.98,319
20, ATASCOSA COUNTY, CHARLOTTE ISD, 007901, TRADITIONAL ISD/CSD,104,23.42,36,8.11,140,31.53,164,36.94,444
04, HARRIS COUNTY, TOMBALL ISD,101921, TRADITIONAL ISD/CSD,5232,23.49,842,3.78,922,4.14,15277,68.59,22273
10, COLLIN COUNTY, WYLIE ISD, 043914, TRADITIONAL ISD/CSD,4538,23.6,846,4.4,52,0.27,13795,71.73,19231
10, ROCKWALL COUNTY, ROCKWALL ISD,199901, TRADITIONAL ISD/CSD,4539,24.15,758,4.03,16,0.09,13485,71.74,18798
20, WILSON COUNTY, LA VERNIA ISD,247903, TRADITIONAL ISD/CSD,838,24.17,133,3.84,11,0.32,2485,71.68,3467
12, MCLENNAN COUNTY, LORENA ISD,161907, TRADITIONAL ISD/CSD,454,24.43,64,3.44,35,1.88,1305,70.24,1858
12, HILL COUNTY, ABBOTT ISD,109901, TRADITIONAL ISD/CSD,70,24.65,18,6.34,0,0,196,69.01,284
16, SWISHER COUNTY, HAPPY ISD,219901, TRADITIONAL ISD/CSD,67,24.81,13,4.81,0,0,190,70.37,270
06, MONTGOMERY COUNTY, MONTGOMERY ISD,170903, TRADITIONAL ISD/CSD,2436,24.87,-999,-999,-999,-999,6981,71.28,9794
11, DENTON COUNTY, AUBREY ISD, 061907, TRADITIONAL ISD/CSD,1005,25.13,213,5.33,11,0.28,2771,69.28,4000
10, GRAYSON COUNTY, TIOGA ISD, 091907, TRADITIONAL ISD/CSD,174,25.29,45,6.54,0,0,469,68.17,688
11, TARRANT COUNTY, ARLINGTON CLASSICS ACADEMY,220802, OPEN ENROLLMENT CHARTER,383,25.64,82,5.49,0,0,1029,68.88,1494
20, COMAL COUNTY, COMAL ISD, 046902, TRADITIONAL ISD/CSD,7636,26.09,1397,4.77,132,0.45,20098,68.68,29263
15, TOM GREEN COUNTY, GRAPE CREEK ISD,226907, TRADITIONAL ISD/CSD,313,26.11,10,0.83,379,31.61,497,41.45,1199
13, TRAVIS COUNTY, NYOS CHARTER SCHOOL,227804, OPEN ENROLLMENT CHARTER,452,26.17,-999,-999,-999,-999,1179,68.27,1727
17, LUBBOCK COUNTY, IDALOU ISD,152910, TRADITIONAL ISD/CSD,256,26.23,-999,-999,-999,-999,661,67.73,976
20, WILSON COUNTY, POTH ISD,247904, TRADITIONAL ISD/CSD,251,26.45,53,5.58,0,0,645,67.97,949
19, EL PASO COUNTY, EL PASO ACADEMY, 071804, OPEN ENROLLMENT CHARTER,101,26.51,30,7.87,62,16.27,188,49.34,381
10, ELLIS COUNTY, MIDLOTHIAN ISD, 070908, TRADITIONAL ISD/CSD,2958,26.64,614,5.53,14,0.13,7517,67.7,11103
10, FANNIN COUNTY, DODD CITY ISD, 074904, TRADITIONAL ISD/CSD,86,26.88,41,12.81,0,0,193,60.31,320
14, TAYLOR COUNTY, TEXAS COLLEGE PREPARATORY ACADEMIES,221801, OPEN ENROLLMENT CHARTER,4550,26.89,549,3.25,1697,10.03,10122,59.83,16918
08, HOPKINS COUNTY, MILLER GROVE ISD,112907, TRADITIONAL ISD/CSD,87,26.93,-999,-999,-999,-999,182,56.35,323
07, SMITH COUNTY, BULLARD ISD,212902, TRADITIONAL ISD/CSD,789,27.09,-999,-999,-999,-999,2046,70.26,2912
06, GRIMES COUNTY, IOLA ISD, 093903, TRADITIONAL ISD/CSD,169,27.7,43,7.05,0,0,398,65.25,610
17, HOCKLEY COUNTY, ROPES ISD,110905, TRADITIONAL ISD/CSD,162,28.13,37,6.42,0,0,377,65.45,576
17, HOCKLEY COUNTY, WHITHARRAL ISD,110908, TRADITIONAL ISD/CSD,60,28.17,23,10.8,0,0,130,61.03,213
04, HARRIS COUNTY, KATY ISD,101914, TRADITIONAL ISD/CSD,26723,28.19,3390,3.58,11541,12.18,53131,56.05,94785
09, ARCHER COUNTY, WINDTHORST ISD, 005904, TRADITIONAL ISD/CSD,147,28.49,73,14.15,0,0,296,57.36,516
13, HAYS COUNTY, WIMBERLEY ISD,105905, TRADITIONAL ISD/CSD,779,28.85,104,3.85,0,0,1817,67.3,2700
11, TARRANT COUNTY, KELLER ISD,220907, TRADITIONAL ISD/CSD,9685,29.13,1670,5.02,83,0.25,21812,65.6,33250
16, HANSFORD COUNTY, GRUVER ISD, 098901, TRADITIONAL ISD/CSD,127,29.33,75,17.32,0,0,231,53.35,433
15, IRION COUNTY, IRION COUNTY ISD,118902, TRADITIONAL ISD/CSD,99,29.38,13,3.86,0,0,225,66.77,337
02, KLEBERG COUNTY, SANTA GERTRUDIS ISD,137904, TRADITIONAL ISD/CSD,238,29.42,48,5.93,0,0,523,64.65,809
12, MCLENNAN COUNTY, CHINA SPRING ISD,161920, TRADITIONAL ISD/CSD,904,29.77,-999,-999,-999,-999,1957,64.44,3037
12, MCLENNAN COUNTY, MIDWAY ISD,161903, TRADITIONAL ISD/CSD,2638,29.81,536,6.06,12,0.14,5663,64,8849
10, GRAYSON COUNTY, POTTSBORO ISD, 091913, TRADITIONAL ISD/CSD,433,30.05,-999,-999,-999,-999,925,64.19,1441
13, FAYETTE COUNTY, SCHULENBURG ISD, 075903, TRADITIONAL ISD/CSD,200,30.17,90,13.57,126,19,247,37.25,663
05, ORANGE COUNTY, ORANGEFIELD ISD,181905, TRADITIONAL ISD/CSD,546,30.18,-999,-999,-999,-999,1173,64.84,1809
11, JOHNSON COUNTY, VENUS ISD,126908, TRADITIONAL ISD/CSD,698,30.24,293,12.69,657,28.47,660,28.6,2308
10, COLLIN COUNTY, MCKINNEY ISD, 043907, TRADITIONAL ISD/CSD,7074,30.35,1141,4.9,0,0,15091,64.75,23306
20, GUADALUPE COUNTY, SCHERTZ-CIBOLO-U CITY ISD, 094902, TRADITIONAL ISD/CSD,4599,30.36,-999,-999,-999,-999,9469,62.52,15146
20, MEDINA COUNTY, D'HANIS ISD,163902, TRADITIONAL ISD/CSD,85,30.58,11,3.96,0,0,182,65.47,278
09, FOARD COUNTY, CROWELL ISD, 078901, TRADITIONAL ISD/CSD,60,30.61,24,12.24,37,18.88,75,38.27,196
18, HOWARD COUNTY, FORSAN ISD,114904, TRADITIONAL ISD/CSD,231,30.76,59,7.86,0,0,461,61.38,751
11, COOKE COUNTY, ERA ISD, 049906, TRADITIONAL ISD/CSD,157,30.84,27,5.3,0,0,325,63.85,509
04, BRAZORIA COUNTY, DANBURY ISD, 020904, TRADITIONAL ISD/CSD,204,30.86,27,4.08,29,4.39,401,60.67,661
11, PARKER COUNTY, CROSSTIMBERS ACADEMY,184801, OPEN ENROLLMENT CHARTER,42,31.11,18,13.33,0,0,75,55.56,135
03, LAVACA COUNTY, HALLETTSVILLE ISD,143901, TRADITIONAL ISD/CSD,364,31.16,-999,-999,-999,-999,686,58.73,1168
18, HOWARD COUNTY, COAHOMA ISD,114902, TRADITIONAL ISD/CSD,343,31.3,-999,-999,-999,-999,677,61.77,1096
04, BRAZORIA COUNTY, PEARLAND ISD, 020908, TRADITIONAL ISD/CSD,6655,31.52,1206,5.71,103,0.49,13147,62.28,21111
11, HOOD COUNTY, GRANBURY ISD,111901, TRADITIONAL ISD/CSD,2512,31.67,173,2.18,1494,18.83,3754,47.32,7933
12, MCLENNAN COUNTY, WEST ISD,161916, TRADITIONAL ISD/CSD,396,31.68,91,7.28,0,0,763,61.04,1250
10, GRAYSON COUNTY, S AND S CISD, 091914, TRADITIONAL ISD/CSD,305,31.94,35,3.66,116,12.15,499,52.25,955
07, NACOGDOCHES COUNTY, CENTRAL HEIGHTS ISD,174908, TRADITIONAL ISD/CSD,345,31.97,68,6.3,0,0,666,61.72,1079
13, TRAVIS COUNTY, AUSTIN ISD,227901, TRADITIONAL ISD/CSD,23406,32.14,2044,2.81,11123,15.27,36257,49.78,72830
17, LUBBOCK COUNTY, LUBBOCK-COOPER ISD,152906, TRADITIONAL ISD/CSD,2525,32.15,282,3.59,0,0,5048,64.26,7855
11, DENTON COUNTY, LEWISVILLE ISD, 061902, TRADITIONAL ISD/CSD,15663,32.33,2485,5.13,52,0.11,30240,62.43,48440
07, CHEROKEE COUNTY, JACKSONVILLE ISD, 037904, TRADITIONAL ISD/CSD,1580,32.69,40,0.83,2414,49.94,800,16.55,4834
16, MOORE COUNTY, SUNRAY COLLEGIATE ISD,171902, TRADITIONAL ISD/CSD,208,32.7,28,4.4,81,12.74,319,50.16,636
12, BELL COUNTY, BELTON ISD, 014903, TRADITIONAL ISD/CSD,4520,32.73,678,4.91,566,4.1,8044,58.26,13808
16, RANDALL COUNTY, CANYON ISD,191901, TRADITIONAL ISD/CSD,3729,32.77,757,6.65,15,0.13,6877,60.44,11378
12, BELL COUNTY, ACADEMY ISD, 014901, TRADITIONAL ISD/CSD,596,32.86,128,7.06,0,0,1090,60.09,1814
10, GRAYSON COUNTY, BELLS ISD, 091901, TRADITIONAL ISD/CSD,324,32.86,72,7.3,0,0,590,59.84,986
11, DENTON COUNTY, KRUM ISD, 061905, TRADITIONAL ISD/CSD,818,32.94,-999,-999,-999,-999,1478,59.52,2483
18, MIDLAND COUNTY, MIDLAND ACADEMY CHARTER SCHOOL,165802, OPEN ENROLLMENT CHARTER,133,33.08,47,11.69,0,0,222,55.22,402
13, WILLIAMSON COUNTY, THRALL ISD,246912, TRADITIONAL ISD/CSD,282,33.1,58,6.81,0,0,512,60.09,852
03, JACKSON COUNTY, INDUSTRIAL ISD,120905, TRADITIONAL ISD/CSD,388,33.16,65,5.56,0,0,717,61.28,1170
08, BOWIE COUNTY, PLEASANT GROVE ISD, 019912, TRADITIONAL ISD/CSD,757,33.29,129,5.67,0,0,1388,61.04,2274
11, PALO PINTO COUNTY, SANTO ISD,182904, TRADITIONAL ISD/CSD,186,33.45,41,7.37,0,0,329,59.17,556
11, WISE COUNTY, SLIDELL ISD,249908, TRADITIONAL ISD/CSD,162,33.61,20,4.15,60,12.45,240,49.79,482
10, ELLIS COUNTY, MAYPEARL ISD, 070915, TRADITIONAL ISD/CSD,412,33.66,76,6.21,0,0,736,60.13,1224
01, WILLACY COUNTY, LYFORD CISD,245902, TRADITIONAL ISD/CSD,486,33.75,18,1.25,559,38.82,377,26.18,1440
10, COLLIN COUNTY, PLANO ISD, 043910, TRADITIONAL ISD/CSD,16206,33.83,2115,4.42,53,0.11,29525,61.64,47899
14, CALLAHAN COUNTY, EULA ISD, 030906, TRADITIONAL ISD/CSD,160,33.83,36,7.61,0,0,277,58.56,473
20, COMAL COUNTY, NEW BRAUNFELS ISD, 046901, TRADITIONAL ISD/CSD,3317,33.92,439,4.49,17,0.17,6006,61.42,9779
11, HOOD COUNTY, TOLAR ISD,111903, TRADITIONAL ISD/CSD,308,33.92,-999,-999,0,0,557,61.34,908
11, ERATH COUNTY, STEPHENVILLE ISD, 072903, TRADITIONAL ISD/CSD,1249,33.96,94,2.56,529,14.38,1806,49.1,3678
12, MCLENNAN COUNTY, ROBINSON ISD,161922, TRADITIONAL ISD/CSD,820,33.98,209,8.66,0,0,1384,57.36,2413
05, HARDIN COUNTY, LUMBERTON ISD,100907, TRADITIONAL ISD/CSD,1433,34.14,-999,-999,-999,-999,2572,61.28,4197
06, WASHINGTON COUNTY, BURTON ISD,239903, TRADITIONAL ISD/CSD,201,34.18,-999,-999,-999,-999,334,56.8,588
15, SUTTON COUNTY, SONORA ISD,218901, TRADITIONAL ISD/CSD,224,34.25,17,2.6,120,18.35,293,44.8,654
15, GILLESPIE COUNTY, HARPER ISD, 086902, TRADITIONAL ISD/CSD,210,34.31,45,7.35,0,0,357,58.33,612
17, KENT COUNTY, JAYTON-GIRARD ISD,132902, TRADITIONAL ISD/CSD,61,34.46,-999,-999,-999,-999,107,60.45,177
06, ROBERTSON COUNTY, MUMFORD ISD,198906, TRADITIONAL ISD/CSD,207,34.5,-999,-999,-999,-999,-999,-999,600
04, HARRIS COUNTY, HUFFMAN ISD,101925, TRADITIONAL ISD/CSD,1273,34.6,87,2.36,479,13.02,1840,50.01,3679
11, JOHNSON COUNTY, GRANDVIEW ISD,126904, TRADITIONAL ISD/CSD,495,34.66,43,3.01,0,0,890,62.32,1428
12, MCLENNAN COUNTY, BOSQUEVILLE ISD,161923, TRADITIONAL ISD/CSD,251,34.72,50,6.92,0,0,422,58.37,723
17, LUBBOCK COUNTY, SHALLOWATER ISD,152909, TRADITIONAL ISD/CSD,604,34.73,-999,-999,-999,-999,1056,60.72,1739
11, ERATH COUNTY, LINGLEVILLE ISD, 072909, TRADITIONAL ISD/CSD,96,35.04,12,4.38,26,9.49,140,51.09,274
08, LAMAR COUNTY, CHISUM ISD,139905, TRADITIONAL ISD/CSD,422,35.31,37,3.1,120,10.04,616,51.55,1195
06, GRIMES COUNTY, RICHARDS ISD, 093905, TRADITIONAL ISD/CSD,83,35.32,17,7.23,0,0,135,57.45,235
13, WILLIAMSON COUNTY, GEORGETOWN ISD,246904, TRADITIONAL ISD/CSD,4761,35.34,870,6.46,15,0.11,7826,58.09,13472
12, BELL COUNTY, HOLLAND ISD, 014905, TRADITIONAL ISD/CSD,226,35.42,27,4.23,0,0,385,60.34,638
18, MIDLAND COUNTY, GREENWOOD ISD,165902, TRADITIONAL ISD/CSD,1154,35.43,185,5.68,0,0,1918,58.89,3257
11, JOHNSON COUNTY, BURLESON ISD,126902, TRADITIONAL ISD/CSD,4509,35.45,-999,-999,-999,-999,7414,58.3,12718
04, FORT BEND COUNTY, LAMAR CISD, 079901, TRADITIONAL ISD/CSD,15887,35.69,1771,3.98,3277,7.36,23577,52.97,44512
03, DEWITT COUNTY, NORDHEIM ISD, 062902, TRADITIONAL ISD/CSD,45,35.71,32,25.4,0,0,49,38.89,126
13, BLANCO COUNTY, JOHNSON CITY ISD, 016901, TRADITIONAL ISD/CSD,257,35.79,36,5.01,0,0,425,59.19,718
11, COOKE COUNTY, VALLEY VIEW ISD, 049903, TRADITIONAL ISD/CSD,333,35.81,23,2.47,118,12.69,456,49.03,930
11, DENTON COUNTY, PONDER ISD, 061906, TRADITIONAL ISD/CSD,601,35.84,116,6.92,0,0,960,57.25,1677
11, ERATH COUNTY, PREMIER HIGH SCHOOLS, 072801, OPEN ENROLLMENT CHARTER,2820,35.92,150,1.91,2076,26.44,2805,35.73,7851
18, PECOS COUNTY, FORT STOCKTON ISD,186902, TRADITIONAL ISD/CSD,3033,35.99,398,4.72,489,5.8,4507,53.48,8427
